registration_id,email,first_name,last_name,phone,birthdate,parent_email,assigned_role,team_name,age_group,fee_amount,payment_status,gear_item,gear_size,gear_quantity,registered_at
35263,sophia.hopper86@gmail.com,Sophia,Hopper,555-9785,1980-04-16,,volunteer,U12 Lightning,U12,20.00,unpaid,Shorts,L,1,2026-06-19 13:39:00
35264,isabella.martinez32@yahoo.com,Isabella,Martinez,555-4877,2018-08-30,parent_martinez@gmail.com,player,U10 Tigers,U10,30.00,paid,Socks,L,2,2026-06-24 10:02:00
35265,alex.davis51@corp.io,Alex,Davis,555-5622,1973-01-22,,coach,U10 Storm,U10,45.00,unpaid,Socks,S,3,2026-06-28 08:22:00
35266,william.johnson18@outlook.com,William,Johnson,555-8864,2014-01-22,parent_johnson@hotmail.com,player,U10 Storm,U10,20.00,paid,Cleats,YL,2,2026-06-01 14:22:00
35267,oliver.williams28@yahoo.com,Oliver,Williams,555-4342,1974-08-26,,volunteer,U12 Lightning,U12,10.00,partial,Shorts,YM,1,2026-06-16 17:54:00
35268,alex.oakley54@outlook.com,Alex,Oakley,555-2333,1989-04-25,,volunteer,U12 Bears,U12,15.00,partial,Socks,YL,1,2026-06-24 10:49:00
35269,oliver.garcia56@outlook.com,Oliver,Garcia,555-7998,2010-09-30,parent_garcia@gmail.com,player,U12 Bears,U12,30.00,unpaid,Shorts,XL,2,2026-06-15 13:17:00
35270,timmy.hopper1@outlook.com,Timmy,Hopper,555-4698,1993-02-23,,parent,U10 Tigers,U10,10.00,unpaid,Socks,YM,1,2026-06-20 09:05:00
35271,olivia.brown44@hotmail.com,Olivia,Brown,555-2209,2012-07-27,parent_brown@outlook.com,player,U10 Storm,U10,10.00,unpaid,Shorts,M,1,2026-06-03 09:55:00
35272,timmy.williams22@corp.io,Timmy,Williams,555-2935,1995-09-08,,coach,U14 Eagles,U14,15.00,paid,Cleats,M,1,2026-06-12 15:41:00
35273,sophia.davis64@gmail.com,Sophia,Davis,555-1359,2010-11-27,parent_davis@hotmail.com,player,U10 Tigers,U10,75.00,paid,Cleats,YM,5,2026-06-12 11:05:00
35274,sophia.smith72@yahoo.com,Sophia,Smith,555-6124,1985-06-12,,volunteer,U12 Bears,U12,25.00,paid,Jersey,XL,1,2026-06-16 15:47:00
35275,james.hopper24@yahoo.com,James,Hopper,555-4117,1971-11-21,,coach,U14 Eagles,U14,25.00,partial,Jersey,M,1,2026-06-07 14:15:00
35276,isabella.oakley99@corp.io,Isabella,Oakley,555-2046,1994-02-04,,coach,U14 Eagles,U14,45.00,paid,Socks,S,3,2026-06-07 17:45:00
35277,grace.garcia1@gmail.com,Grace,Garcia,555-9759,1995-04-13,,parent,U14 Eagles,U14,20.00,partial,Socks,L,1,2026-06-10 16:18:00
35278,oliver.smith54@yahoo.com,Oliver,Smith,555-1109,1979-09-24,,parent,U12 Lightning,U12,45.00,partial,Cleats,M,3,2026-06-12 13:57:00
35279,ava.miller68@yahoo.com,Ava,Miller,555-8019,1988-10-14,,parent,U14 Eagles,U14,15.00,paid,Socks,S,1,2026-06-12 09:12:00
35280,alex.oakley17@hotmail.com,Alex,Oakley,555-6390,2013-09-23,parent_oakley@hotmail.com,player,U14 Eagles,U14,10.00,partial,Socks,YL,1,2026-06-08 11:27:00
35281,sophia.rodriguez98@hotmail.com,Sophia,Rodriguez,555-3482,1980-09-04,,coach,U10 Tigers,U10,60.00,partial,Socks,YS,3,2026-06-20 17:06:00
35282,sophia.smith41@outlook.com,Sophia,Smith,555-3643,2017-02-13,parent_smith@corp.io,player,U14 Eagles,U14,80.00,unpaid,Shorts,YL,4,2026-06-29 10:31:00
35283,ava.brodie17@hotmail.com,Ava,Brodie,555-7284,2011-06-19,parent_brodie@yahoo.com,player,U12 Bears,U12,15.00,paid,Cleats,YM,1,2026-06-15 16:41:00
35284,emma.williams96@yahoo.com,Emma,Williams,555-8446,2014-03-23,parent_williams@corp.io,player,U14 Cobras,U14,10.00,partial,Socks,L,1,2026-06-01 17:24:00
35285,isabella.oakley21@gmail.com,Isabella,Oakley,555-6870,2010-10-26,parent_oakley@yahoo.com,player,U10 Storm,U10,20.00,unpaid,Cleats,L,2,2026-06-10 09:40:00
35286,isabella.vance69@hotmail.com,Isabella,Vance,555-9452,1973-06-24,,coach,U12 Lightning,U12,25.00,partial,Jersey,S,1,2026-06-13 16:06:00
35287,sophia.rodriguez21@hotmail.com,Sophia,Rodriguez,555-9907,1995-06-07,,parent,U10 Storm,U10,60.00,paid,Cleats,YS,3,2026-06-26 09:42:00
35288,marcus.johnson34@outlook.com,Marcus,Johnson,555-8679,1994-01-15,,volunteer,U14 Cobras,U14,50.00,paid,Jersey,YL,2,2026-06-21 10:19:00
35289,james.rodriguez92@hotmail.com,James,Rodriguez,555-1113,2011-11-18,parent_rodriguez@outlook.com,player,U10 Storm,U10,10.00,unpaid,Cleats,S,1,2026-06-30 09:51:00
35290,marcus.jones75@hotmail.com,Marcus,Jones,555-5878,2019-11-12,parent_jones@yahoo.com,player,U10 Tigers,U10,15.00,unpaid,Socks,YS,1,2026-06-03 10:21:00
35291,grace.hopper47@gmail.com,Grace,Hopper,555-4305,1994-09-24,,coach,U14 Cobras,U14,20.00,paid,Socks,L,2,2026-06-24 16:55:00
35292,grace.williams3@yahoo.com,Grace,Williams,555-1634,1993-12-08,,volunteer,U12 Bears,U12,10.00,paid,Socks,M,1,2026-06-10 15:06:00
35293,marcus.rodriguez58@hotmail.com,Marcus,Rodriguez,555-9833,1979-10-25,,parent,U12 Bears,U12,25.00,paid,Jersey,M,1,2026-06-01 17:01:00
35294,alex.davis75@yahoo.com,Alex,Davis,555-4953,1981-03-20,,coach,U14 Cobras,U14,30.00,unpaid,Cleats,YM,2,2026-06-10 12:24:00
35295,isabella.garcia48@gmail.com,Isabella,Garcia,555-8010,1972-03-11,,parent,U12 Bears,U12,20.00,paid,Cleats,YS,1,2026-06-02 17:04:00
35296,timmy.brown24@corp.io,Timmy,Brown,555-4126,1991-03-13,,coach,U12 Lightning,U12,30.00,unpaid,Shorts,YL,3,2026-06-17 17:02:00
35297,sarah.oakley6@hotmail.com,Sarah,Oakley,555-2531,1982-09-11,,parent,U10 Tigers,U10,20.00,unpaid,Cleats,YL,1,2026-06-05 10:00:00
35298,ava.oakley44@yahoo.com,Ava,Oakley,555-1813,1990-11-24,,parent,U14 Cobras,U14,25.00,paid,Jersey,L,1,2026-06-24 08:35:00
35299,liam.vance24@corp.io,Liam,Vance,555-3183,2018-08-05,parent_vance@corp.io,player,U10 Tigers,U10,60.00,paid,Shorts,S,3,2026-06-23 17:40:00
35300,noah.oakley4@outlook.com,Noah,Oakley,555-7214,1971-02-18,,parent,U10 Storm,U10,10.00,partial,Cleats,M,1,2026-06-02 12:58:00
35301,emma.williams71@hotmail.com,Emma,Williams,555-4618,1984-04-09,,volunteer,U14 Cobras,U14,20.00,paid,Cleats,L,1,2026-06-09 17:47:00
35302,timmy.johnson69@yahoo.com,Timmy,Johnson,555-8858,1972-05-23,,parent,U14 Cobras,U14,30.00,partial,Shorts,YS,2,2026-06-26 14:29:00
35303,ava.davis52@corp.io,Ava,Davis,555-5517,1985-04-01,,coach,U10 Storm,U10,30.00,paid,Cleats,L,3,2026-06-11 17:51:00
35304,noah.brodie59@corp.io,Noah,Brodie,555-4712,1979-03-05,,volunteer,U12 Bears,U12,15.00,partial,Cleats,YS,1,2026-06-27 17:00:00
35305,daniel.garcia95@hotmail.com,Daniel,Garcia,555-2753,1983-06-07,,coach,U10 Tigers,U10,15.00,unpaid,Socks,YM,1,2026-06-25 08:30:00
35306,james.brodie27@yahoo.com,James,Brodie,555-5394,1981-08-11,,coach,U14 Eagles,U14,40.00,partial,Cleats,YS,2,2026-06-23 09:36:00
35307,marcus.smith55@corp.io,Marcus,Smith,555-8411,1991-11-20,,parent,U12 Lightning,U12,20.00,paid,Socks,L,1,2026-06-14 14:12:00
35308,timmy.williams20@hotmail.com,Timmy,Williams,555-1366,1981-04-07,,coach,U12 Bears,U12,20.00,paid,Cleats,YM,2,2026-06-21 10:40:00
35309,timmy.garcia81@gmail.com,Timmy,Garcia,555-4858,1987-11-22,,parent,U10 Storm,U10,20.00,partial,Socks,S,1,2026-06-12 14:40:00
35310,alex.brodie16@outlook.com,Alex,Brodie,555-9006,2014-07-15,parent_brodie@yahoo.com,player,U10 Tigers,U10,20.00,paid,Cleats,S,1,2026-06-03 17:15:00
35311,timmy.rodriguez82@corp.io,Timmy,Rodriguez,555-5874,1986-03-16,,coach,U14 Cobras,U14,50.00,paid,Jersey,YL,2,2026-06-18 08:39:00
35312,james.williams2@hotmail.com,James,Williams,555-8649,2018-02-08,parent_williams@yahoo.com,player,U12 Lightning,U12,15.00,unpaid,Socks,M,1,2026-06-19 11:54:00
35313,sophia.davis40@yahoo.com,Sophia,Davis,555-5447,1981-01-05,,volunteer,U12 Lightning,U12,15.00,unpaid,Shorts,L,1,2026-06-11 13:52:00
35314,william.brodie62@corp.io,William,Brodie,555-1607,1983-09-04,,coach,U12 Lightning,U12,80.00,paid,Shorts,S,4,2026-06-28 17:09:00
35315,sarah.miller70@hotmail.com,Sarah,Miller,555-7421,1982-09-18,,volunteer,U12 Lightning,U12,60.00,unpaid,Shorts,M,4,2026-06-22 16:14:00
35316,isabella.martinez59@outlook.com,Isabella,Martinez,555-2241,1982-01-27,,parent,U12 Bears,U12,25.00,paid,Jersey,XL,1,2026-06-10 15:20:00
35317,grace.brodie17@hotmail.com,Grace,Brodie,555-2034,1971-01-12,,coach,U14 Eagles,U14,60.00,partial,Cleats,L,4,2026-06-03 15:03:00
35318,liam.garcia22@gmail.com,Liam,Garcia,555-5023,1977-05-20,,Parent ,U14 Eagles,U14,25.00,paid,Jersey,YL,1,2026-06-02 12:25:00
35319,sarah.rodriguez72@outlook.com,Sarah,Rodriguez,555-8927,1979-09-21,,volunteer,U10 Tigers,U10,15.00,unpaid,Cleats,XL,1,2026-06-12 13:37:00
35320,emma.williams16@corp.io,Emma,Williams,555-3110,1995-10-16,,parent,U12 Bears,U12,25.00,paid,Jersey,XL,1,2026-06-22 08:52:00
35321,daniel.davis87@outlook.com,Daniel,Davis,555-5539,1972-09-10,,parent,U12 Bears,U12,15.00,paid,Socks,XL,1,2026-06-22 15:53:00
35322,noah.jones24@corp.io,Noah,Jones,555-3131,1972-07-22,,volunteer,U14 Cobras,U14,15.00,paid,Cleats,S,1,2026-06-26 15:43:00
35323,sophia.williams69@outlook.com,Sophia,Williams,555-7276,2017-02-11,parent_williams@outlook.com,player,U12 Lightning,U12,25.00,partial,Jersey,XL,1,2026-06-14 16:13:00
35324,grace.garcia34@yahoo.com,Grace,Garcia,555-1224,1978-06-28,,volunteer,U12 Lightning,U12,10.00,paid,Shorts,S,1,2026-06-04 15:52:00
35325,oliver.vance21@gmail.com,Oliver,Vance,555-7565,1980-08-05,,volunteer,U10 Tigers,U10,60.00,paid,Socks,YS,3,2026-06-28 10:00:00
35326,isabella.vance59@hotmail.com,Isabella,Vance,555-6441,1994-04-21,,parent,U14 Eagles,U14,15.00,paid,Shorts,XL,1,2026-06-18 12:48:00
35327,liam.oakley50@hotmail.com,Liam,Oakley,555-3111,1983-04-01,,parent,U10 Tigers,U10,20.00,unpaid,Socks,YS,1,2026-06-10 17:42:00
35328,william.davis74@gmail.com,William,Davis,555-4846,1988-09-15,,parent,U14 Cobras,U14,25.00,unpaid,Jersey,YL,1,2026-06-07 11:30:00
35329,james.brodie76@corp.io,James,Brodie,555-7023,2018-09-01,parent_brodie@corp.io,Player,U14 Cobras,U14,60.00,partial,Socks,YL,3,2026-06-12 14:57:00
35330,isabella.davis87@yahoo.com,Isabella,Davis,555-5533,1983-07-21,,coach,U10 Tigers,U10,45.00,paid,Shorts,YL,3,2026-06-19 10:49:00
35331,sarah.johnson39@hotmail.com,Sarah,Johnson,555-7979,1990-07-20,,parent,U10 Storm,U10,45.00,paid,Socks,YL,3,2026-06-09 13:54:00
35332,james.hopper73@corp.io,James,Hopper,555-7066,1986-03-01,,coach,U12 Lightning,U12,40.00,unpaid,Cleats,L,2,2026-06-10 16:10:00
35333,liam.vance94@gmail.com,Liam,Vance,555-3397,1983-09-28,,volunteer,U10 Storm,U10,20.00,paid,Cleats,S,1,2026-06-29 12:19:00
35334,oliver.smith42@outlook.com,Oliver,Smith,555-5188,2017-09-21,parent_smith@corp.io,player,U12 Bears,U12,150.00,paid,Jersey,M,4,2026-06-20 08:38:00
35335,marcus.brown42@yahoo.com,Marcus,Brown,555-9250,2013-01-05,parent_brown@hotmail.com,player,U10 Storm,U10,60.00,paid,Shorts,YL,4,2026-06-29 12:54:00
35336,alex.vance18@yahoo.com,Alex,Vance,555-3444,1983-07-15,,volunteer,U12 Bears,U12,15.00,paid,Cleats,XL,1,2026-06-05 12:06:00
35337,liam.vance49@yahoo.com,Liam,Vance,555-1044,1988-11-14,,volunteer,U12 Lightning,U12,20.00,paid,Cleats,M,1,2026-06-10 13:19:00
35338,daniel.vance8@gmail.com,Daniel,Vance,555-3234,1981-03-23,,volunteer,U10 Tigers,U10,25.00,unpaid,Jersey,YS,1,2026-06-17 14:22:00
35339,daniel.davis5@hotmail.com,Daniel,Davis,555-7106,1974-12-05,,coach,U10 Tigers,U10,25.00,partial,Jersey,S,1,2026-06-25 17:31:00
35340,william.jones70@yahoo.com,William,Jones,555-3317,1977-08-17,,parent,U14 Cobras,U14,75.00,paid,Jersey,S,3,2026-06-25 12:12:00
35341,marcus.miller59@corp.io,Marcus,Miller,555-3564,1990-03-02,,volunter,U10 Storm,U10,25.00,unpaid,Jersey,S,1,2026-06-02 16:25:00
35342,noah.brodie78@outlook.com,Noah,Brodie,555-3983,1990-02-03,,Parent ,U12 Bears,U12,15.00,paid,Shorts,L,1,2026-06-01 14:45:00
35343,liam.brown89@gmail.com,Liam,Brown,555-1377,1974-09-02,,volunteer,U14 Eagles,U14,30.00,paid,Shorts,XL,3,2026-06-25 17:43:00
35344,isabella.hopper4@yahoo.com,Isabella,Hopper,555-9356,2018-11-07,parent_hopper@yahoo.com,player,U10 Storm,U10,25.00,unpaid,Jersey,YM,1,2026-06-17 13:40:00
35345,grace.oakley65@hotmail.com,Grace,Oakley,555-6488,1977-06-28,,coach,U12 Lightning,U12,10.00,partial,Socks,YL,1,2026-06-24 09:47:00
35346,noah.williams74@corp.io,Noah,Williams,555-7186,2016-11-30,parent_williams@corp.io,player,U10 Tigers,U10,25.00,unpaid,Jersey,YS,1,2026-06-08 09:59:00
35347,isabella.brown66@corp.io,Isabella,Brown,555-4213,1987-07-03,,volunteer,U12 Lightning,U12,10.00,partial,Shorts,XL,1,2026-06-02 13:39:00
35348,liam.brown66@gmail.com,Liam,Brown,555-9390,2015-02-04,parent_brown@outlook.com,player,U14 Cobras,U14,10.00,unpaid,Shorts,YS,1,2026-06-27 15:52:00
35349,alex.garcia7@outlook.com,Alex,Garcia,555-8615,1983-11-11,,coach,U12 Lightning,U12,20.00,unpaid,Socks,L,1,2026-06-28 11:39:00
35350,sarah.rodriguez46@hotmail.com,Sarah,Rodriguez,555-9381,1992-03-20,,coach,U10 Storm,U10,30.00,unpaid,Socks,YL,3,2026-06-27 16:24:00
35351,marcus.rodriguez18@gmail.com,Marcus,Rodriguez,555-8732,1990-04-04,,parent,U14 Eagles,U14,15.00,unpaid,Shorts,S,1,2026-06-14 14:02:00
35352,noah.garcia11@yahoo.com,Noah,Garcia,555-2373,1982-08-29,,coach,U12 Lightning,U12,20.00,unpaid,Socks,XL,2,2026-06-10 17:45:00
35353,emma.garcia11@outlook.com,Emma,Garcia,555-8691,1994-10-30,,volunteer,U14 Eagles,U14,10.00,paid,Shorts,S,1,2026-06-16 11:20:00
35354,noah.hopper45@yahoo.com,Noah,Hopper,555-1059,2019-07-05,parent_hopper@outlook.com,player,U14 Eagles,U14,10.00,unpaid,Shorts,YM,1,2026-06-05 17:15:00
35355,william.vance53@corp.io,William,Vance,555-1800,2010-04-04,parent_vance@gmail.com,player,U14 Cobras,U14,20.00,partial,Cleats,L,1,2026-06-30 13:51:00
35356,olivia.martinez18@hotmail.com,Olivia,Martinez,555-1897,1995-03-10,,parent,U12 Lightning,U12,25.00,unpaid,Jersey,YL,1,2026-06-09 17:04:00
35357,emma.smith86@corp.io,Emma,Smith,555-3643,1979-04-18,,parent,U10 Storm,U10,10.00,unpaid,Shorts,YM,1,2026-06-05 09:40:00
35358,daniel.vance16@hotmail.com,Daniel,Vance,555-8922,2010-04-22,parent_vance@gmail.com,player,U10 Storm,U10,30.00,partial,Shorts,S,3,2026-06-15 08:52:00
35359,william.johnson51@outlook.com,William,Johnson,555-8238,1993-06-02,,volunteer,U12 Lightning,U12,25.00,partial,Jersey,S,1,2026-06-27 14:01:00
35360,ava.davis24@hotmail.com,Ava,Davis,555-9661,2010-12-04,parent_davis@yahoo.com,player,U14 Cobras,U14,10.00,partial,Socks,YM,1,2026-06-20 12:33:00
35361,liam.vance49@corp.io,Liam,Vance,555-8642,1990-03-07,,volunteer,U10 Tigers,U10,20.00,paid,Shorts,YM,1,2026-06-09 15:59:00
35362,william.brodie90@gmail.com,William,Brodie,555-8742,1992-07-06,,volunteer,U10 Storm,U10,15.00,paid,Socks,YL,1,2026-06-10 17:51:00
35363,timmy.smith75@hotmail.com,Timmy,Smith,555-3613,1989-11-21,,coach,U10 Storm,U10,30.00,paid,Cleats,YM,2,2026-06-01 16:51:00
35364,william.garcia69@corp.io,William,Garcia,555-3828,1991-10-01,,volunteer,U14 Eagles,U14,100.00,unpaid,Jersey,L,4,2026-06-03 10:37:00
35365,alex.brown26@corp.io,Alex,Brown,555-1043,2014-09-06,parent_brown@hotmail.com,player,U10 Tigers,U10,30.00,paid,Cleats,YL,3,2026-06-04 10:53:00
35366,oliver.davis33@hotmail.com,Oliver,Davis,555-7840,1973-12-28,,coach,U10 Storm,U10,30.00,unpaid,Shorts,YS,2,2026-06-18 16:40:00
35367,william.oakley24@yahoo.com,William,Oakley,555-7419,1995-02-05,,parent,U14 Eagles,U14,20.00,paid,Shorts,S,2,2026-06-11 16:27:00
35368,liam.johnson35@corp.io,Liam,Johnson,555-6769,1979-11-24,,volunteer,U12 Bears,U12,30.00,unpaid,Socks,XL,3,2026-06-10 08:43:00
35369,alex.rodriguez73@yahoo.com,Alex,Rodriguez,555-9160,1978-03-11,,coachh,U14 Eagles,U14,50.00,unpaid,Jersey,L,2,2026-06-15 11:52:00
35370,ava.hopper40@corp.io,Ava,Hopper,555-6922,1993-06-03,,volunteer,U12 Bears,U12,50.00,paid,Jersey,L,2,2026-06-26 13:46:00
35371,sophia.vance76@outlook.com,Sophia,Vance,555-5050,1979-04-26,,coach,U12 Bears,U12,10.00,unpaid,Shorts,YS,1,2026-06-18 15:17:00
35372,oliver.davis8@hotmail.com,Oliver,Davis,555-4753,1979-05-12,,coach,U10 Tigers,U10,40.00,unpaid,Socks,S,2,2026-06-20 08:08:00
35373,grace.martinez55@outlook.com,Grace,Martinez,555-8477,1970-05-09,,Parent ,U12 Bears,U12,80.00,unpaid,Socks,L,4,2026-06-12 13:26:00
35374,daniel.oakley32@outlook.com,Daniel,Oakley,555-6515,1983-02-21,,coach,U14 Eagles,U14,20.00,paid,Socks,S,1,2026-06-09 11:28:00
35375,noah.vance28@corp.io,Noah,Vance,555-1791,1984-09-30,,volunteer,U12 Bears,U12,60.00,paid,Shorts,S,4,2026-06-20 16:35:00
35376,olivia.brown62@outlook.com,Olivia,Brown,555-9744,1976-03-14,,volunteer,U10 Storm,U10,60.00,unpaid,Socks,XL,3,2026-06-15 11:47:00
35377,oliver.vance3@gmail.com,Oliver,Vance,555-7203,1971-03-29,,volunteer,U10 Tigers,U10,20.00,paid,Cleats,XL,1,2026-06-20 12:04:00
35378,sarah.vance42@gmail.com,Sarah,Vance,555-6708,1991-10-23,,volunteer,U14 Cobras,U14,15.00,partial,Socks,YM,1,2026-06-02 11:55:00
35379,emma.martinez78@corp.io,Emma,Martinez,555-1562,1990-01-27,,coach,U12 Lightning,U12,20.00,unpaid,Shorts,M,1,2026-06-10 08:02:00
35380,timmy.brodie44@hotmail.com,Timmy,Brodie,555-6220,2013-07-05,parent_brodie@gmail.com,player,U12 Bears,U12,25.00,partial,Jersey,S,1,2026-06-21 12:24:00
35381,sarah.garcia48@corp.io,Sarah,Garcia,555-2865,2014-11-25,parent_garcia@hotmail.com,player,U10 Tigers,U10,20.00,partial,Cleats,YL,1,2026-06-18 09:13:00
35382,james.davis25@hotmail.com,James,Davis,555-1187,1992-08-09,,parent,U10 Storm,U10,40.00,paid,Socks,YS,2,2026-06-19 15:26:00
35383,emma.martinez87@hotmail.com,Emma,Martinez,555-2102,1974-09-21,,parent,U14 Cobras,U14,20.00,unpaid,Cleats,XL,1,2026-06-29 15:07:00
35384,sarah.oakley74@gmail.com,Sarah,Oakley,555-1486,1987-10-18,,parent,U10 Storm,U10,25.00,paid,Jersey,M,1,2026-06-06 17:00:00
35385,william.oakley2@outlook.com,William,Oakley,555-2182,1981-09-13,,volunteer,U14 Cobras,U14,40.00,partial,Jersey,XL,1,2026-06-02 13:24:00
35386,timmy.brodie59@yahoo.com,Timmy,Brodie,555-1690,2015-04-08,parent_brodie@outlook.com,player,U10 Storm,U10,125.00,unpaid,Jersey,YM,3,2026-06-10 11:06:00
35387,emma.williams71@outlook.com,Emma,Williams,555-3834,2019-08-02,parent_williams@yahoo.com,player,U10 Tigers,U10,15.00,partial,Shorts,L,1,2026-06-02 15:22:00
35388,daniel.williams67@corp.io,Daniel,Williams,555-8690,1982-11-04,,parent,U10 Storm,U10,25.00,unpaid,Jersey,YS,1,2026-06-07 13:50:00
35389,emma.davis36@hotmail.com,Emma,Davis,555-9128,1985-11-05,,parent,U12 Bears,U12,25.00,partial,Jersey,S,1,2026-06-13 11:17:00
35390,liam.oakley46@corp.io,Liam,Oakley,555-3898,1970-07-10,,volunter,U14 Cobras,U14,10.00,paid,Socks,YM,1,2026-06-11 11:48:00
35391,james.miller60@corp.io,James,Miller,555-5349,2010-09-23,parent_miller@gmail.com,player,U14 Cobras,U14,15.00,partial,Socks,YM,1,2026-06-03 15:32:00
35392,daniel.williams76@hotmail.com,Daniel,Williams,555-9643,1981-02-04,,parent,U12 Lightning,U12,10.00,paid,Shorts,YS,1,2026-06-01 16:21:00
35393,daniel.johnson37@outlook.com,Daniel,Johnson,555-8135,2019-06-21,parent_johnson@gmail.com,player,U12 Bears,U12,15.00,unpaid,Shorts,YM,1,2026-06-10 09:27:00
35394,isabella.rodriguez42@yahoo.com,Isabella,Rodriguez,555-2835,2017-10-30,parent_rodriguez@gmail.com,player,U10 Storm,U10,25.00,unpaid,Jersey,YL,1,2026-06-01 12:24:00
35395,grace.garcia56@outlook.com,Grace,Garcia,555-6502,1991-02-01,,coach,U12 Lightning,U12,25.00,partial,Jersey,S,1,2026-06-20 11:56:00
35396,noah.brown37@outlook.com,Noah,Brown,555-7333,1971-06-23,,volunteer,U12 Lightning,U12,25.00,paid,Jersey,YM,1,2026-06-13 10:35:00
35397,marcus.williams37@corp.io,Marcus,Williams,555-2958,1978-07-26,,volunteer,U12 Lightning,U12,20.00,unpaid,Shorts,M,1,2026-06-26 12:39:00
35398,marcus.brodie57@corp.io,Marcus,Brodie,555-8721,1980-05-18,,volunteer,U12 Bears,U12,20.00,partial,Socks,L,2,2026-06-02 14:07:00
35399,olivia.rodriguez25@yahoo.com,Olivia,Rodriguez,555-6957,2015-01-29,parent_rodriguez@gmail.com,player,U12 Lightning,U12,75.00,partial,Jersey,L,3,2026-06-13 16:03:00
35400,james.hopper87@outlook.com,James,Hopper,555-2799,1973-05-25,,parent,U12 Lightning,U12,10.00,partial,Cleats,XL,1,2026-06-22 17:48:00
35401,sarah.johnson23@gmail.com,Sarah,Johnson,555-9079,1987-01-14,,coach,U14 Eagles,U14,10.00,partial,Shorts,M,1,2026-06-08 11:48:00
35402,grace.davis90@hotmail.com,Grace,Davis,555-7895,2010-06-16,parent_davis@corp.io,player,U12 Bears,U12,15.00,unpaid,Socks,YL,1,2026-06-20 16:13:00
35403,noah.brodie74@outlook.com,Noah,Brodie,555-9986,1973-08-31,,volunteer,U10 Storm,U10,10.00,paid,Cleats,YL,1,2026-06-09 09:53:00
35404,timmy.martinez63@yahoo.com,Timmy,Martinez,555-5531,1989-12-19,,volunteer,U12 Bears,U12,25.00,unpaid,Jersey,M,1,2026-06-17 13:38:00
35405,oliver.jones20@gmail.com,Oliver,Jones,555-9478,2015-11-07,parent_jones@gmail.com,player,U12 Lightning,U12,30.00,paid,Cleats,M,2,2026-06-10 15:59:00
35406,olivia.rodriguez56@yahoo.com,Olivia,Rodriguez,555-3984,1972-12-11,,coach,U12 Lightning,U12,10.00,unpaid,Shorts,XL,1,2026-06-27 15:14:00
35407,olivia.miller29@yahoo.com,Olivia,Miller,555-7473,1979-03-03,,coach,U14 Cobras,U14,10.00,partial,Shorts,YM,1,2026-06-11 17:22:00
35408,liam.oakley65@hotmail.com,Liam,Oakley,555-5940,1995-01-22,,volunteer,U12 Lightning,U12,80.00,paid,Socks,YM,4,2026-06-27 11:33:00
35409,ava.brodie97@gmail.com,Ava,Brodie,555-8476,1978-05-02,,parent,U12 Bears,U12,40.00,partial,Cleats,YL,2,2026-06-03 16:21:00
35410,olivia.miller88@corp.io,Olivia,Miller,555-4866,1987-07-31,,coach,U10 Storm,U10,100.00,partial,Socks,XL,5,2026-06-23 15:45:00
35411,emma.vance41@yahoo.com,Emma,Vance,555-4164,2019-09-29,parent_vance@gmail.com,player,U10 Storm,U10,15.00,unpaid,Socks,XL,1,2026-06-17 12:42:00
35412,noah.jones4@corp.io,Noah,Jones,555-2666,1980-03-20,,coach,U12 Bears,U12,45.00,paid,Socks,S,3,2026-06-01 15:33:00
35413,william.miller53@hotmail.com,William,Miller,555-7555,1991-10-19,,volunteer,U12 Bears,U12,20.00,paid,Shorts,YM,1,2026-06-18 15:12:00
35414,daniel.brodie56@hotmail.com,Daniel,Brodie,555-9038,1975-12-31,,coach,U14 Eagles,U14,20.00,partial,Socks,YL,1,2026-06-16 12:25:00
35415,noah.miller90@corp.io,Noah,Miller,555-3504,1994-01-08,,coach,U12 Bears,U12,80.00,partial,Shorts,S,4,2026-06-13 10:40:00
35416,sarah.hopper32@hotmail.com,Sarah,Hopper,555-9076,1986-05-23,,coach,U12 Lightning,U12,20.00,partial,Shorts,YS,2,2026-06-07 09:57:00
35417,william.davis2@outlook.com,William,Davis,555-2263,1983-07-26,,parent,U10 Storm,U10,15.00,partial,Shorts,L,1,2026-06-15 13:14:00
35418,timmy.brown9@hotmail.com,Timmy,Brown,555-4062,1971-11-06,,volunteer,U12 Bears,U12,75.00,unpaid,Jersey,XL,3,2026-06-30 16:21:00
35419,william.johnson34@corp.io,William,Johnson,555-9271,1982-03-26,,coach,U10 Tigers,U10,25.00,unpaid,Jersey,S,1,2026-06-12 14:32:00
35420,isabella.martinez94@hotmail.com,Isabella,Martinez,555-4851,1971-01-10,,coach,U12 Lightning,U12,25.00,unpaid,Jersey,YS,1,2026-06-03 09:02:00
35421,isabella.martinez31@hotmail.com,Isabella,Martinez,555-8795,1976-03-08,,parent,U10 Tigers,U10,15.00,unpaid,Shorts,L,1,2026-06-19 15:31:00
35422,daniel.vance72@gmail.com,Daniel,Vance,555-1967,2014-02-11,parent_vance@corp.io,player,U12 Lightning,U12,10.00,paid,Shorts,YL,1,2026-06-19 08:49:00
35423,liam.garcia82@corp.io,Liam,Garcia,555-9316,1980-09-12,,parent,U14 Eagles,U14,15.00,partial,Socks,XL,1,2026-06-18 17:19:00
35424,oliver.garcia34@yahoo.com,Oliver,Garcia,555-3852,1993-09-27,,volunter,U12 Lightning,U12,25.00,partial,Jersey,YL,1,2026-06-17 14:34:00
